[2023-11-28T13:24:14.733+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [queued]>
[2023-11-28T13:24:14.741+0000] {taskinstance.py:1159} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [queued]>
[2023-11-28T13:24:14.741+0000] {taskinstance.py:1361} INFO - Starting attempt 1 of 2
[2023-11-28T13:24:14.754+0000] {taskinstance.py:1382} INFO - Executing <Task(PythonOperator): transform_data> on 2023-11-27 00:00:00+00:00
[2023-11-28T13:24:14.761+0000] {standard_task_runner.py:57} INFO - Started process 6762 to run task
[2023-11-28T13:24:14.764+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'ETL_Pipeline', 'transform_data', 'scheduled__2023-11-27T00:00:00+00:00', '--job-id', '523', '--raw', '--subdir', 'DAGS_FOLDER/ETL_Pipeline.py', '--cfg-path', '/tmp/tmps2vtm4o8']
[2023-11-28T13:24:14.766+0000] {standard_task_runner.py:85} INFO - Job 523: Subtask transform_data
[2023-11-28T13:24:14.805+0000] {task_command.py:416} INFO - Running <TaskInstance: ETL_Pipeline.transform_data scheduled__2023-11-27T00:00:00+00:00 [running]> on host 4012deabc79b
[2023-11-28T13:24:14.877+0000] {taskinstance.py:1662} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='ETL_Pipeline' AIRFLOW_CTX_TASK_ID='transform_data' AIRFLOW_CTX_EXECUTION_DATE='2023-11-27T00:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2023-11-27T00:00:00+00:00'
[2023-11-28T13:24:14.884+0000] {logging_mixin.py:154} WARNING -  Scraping Progress:   0%|          | 0/669 [00:00<?, ?it/s]
[2023-11-28T13:55:12.713+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.jugantor.com', port=443): Max retries exceeded with url: /todays-paper/last-page/508995/%E0%A6%B2%E0%A6%BE%E0%A6%AB%E0%A6%BF%E0%A7%9F%E0%A7%87-%E0%A6%B2%E0%A6%BE%E0%A6%AB%E0%A6%BF%E0%A7%9F%E0%A7%87-%E0%A6%AC%E0%A6%BE%E0%A7%9C%E0%A6%9B%E0%A7%87-%E0%A6%95%E0%A6%B0%E0%A7%8B%E0%A6%A8%E0%A6%BE (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.jugantor.com/todays-paper/last-page/508995/%E0%A6%B2%E0%A6%BE%E0%A6%AB%E0%A6%BF%E0%A7%9F%E0%A7%87-%E0%A6%B2%E0%A6%BE%E0%A6%AB%E0%A6%BF%E0%A7%9F%E0%A7%87-%E0%A6%AC%E0%A6%BE%E0%A7%9C%E0%A6%9B%E0%A7%87-%E0%A6%95%E0%A6%B0%E0%A7%8B%E0%A6%A8%E0%A6%BE
[2023-11-28T13:55:12.715+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.jugantor.com', port=443): Max retries exceeded with url: /todays-paper/it-world/508341/%E0%A6%87%E0%A6%89%E0%A6%9F%E0%A6%BF%E0%A6%89%E0%A6%AC%E0%A7%87%E0%A6%B0-%E0%A6%AA%E0%A6%BF%E0%A6%95%E0%A6%9A%E0%A6%BE%E0%A6%B0%E0%A6%87%E0%A6%A8%E0%A6%AA%E0%A6%BF%E0%A6%95%E0%A6%9A%E0%A6%BE%E0%A6%B0-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%AC%E0%A6%B9%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%89%E0%A6%AA%E0%A6%BE%E0%A7%9F (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.jugantor.com/todays-paper/it-world/508341/%E0%A6%87%E0%A6%89%E0%A6%9F%E0%A6%BF%E0%A6%89%E0%A6%AC%E0%A7%87%E0%A6%B0-%E0%A6%AA%E0%A6%BF%E0%A6%95%E0%A6%9A%E0%A6%BE%E0%A6%B0%E0%A6%87%E0%A6%A8%E0%A6%AA%E0%A6%BF%E0%A6%95%E0%A6%9A%E0%A6%BE%E0%A6%B0-%E0%A6%AC%E0%A7%8D%E0%A6%AF%E0%A6%AC%E0%A6%B9%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%89%E0%A6%AA%E0%A6%BE%E0%A7%9F
[2023-11-28T13:55:12.717+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.jugantor.com', port=443): Max retries exceeded with url: /todays-paper/first-page/508980/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%9A%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%B6%E0%A7%87%E0%A6%B7%E0%A6%A6%E0%A6%BF%E0%A6%A8%E0%A7%87-%E0%A6%B6%E0%A7%8B%E0%A6%A1%E0%A6%BE%E0%A6%89%E0%A6%A8 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.jugantor.com/todays-paper/first-page/508980/%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%9A%E0%A6%BE%E0%A6%B0%E0%A7%87%E0%A6%B0-%E0%A6%B6%E0%A7%87%E0%A6%B7%E0%A6%A6%E0%A6%BF%E0%A6%A8%E0%A7%87-%E0%A6%B6%E0%A7%8B%E0%A6%A1%E0%A6%BE%E0%A6%89%E0%A6%A8
[2023-11-28T13:55:12.719+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.jugantor.com', port=443): Max retries exceeded with url: /todays-paper/news/509138/%E0%A6%B6%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%B9%E0%A6%BE%E0%A6%A8%E0%A6%AA%E0%A7%81%E0%A6%B0%E0%A7%87-%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A6%98%E0%A7%8B%E0%A7%9C%E0%A6%A6%E0%A7%8C%E0%A7%9C-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A6%BF%E0%A6%AF%E0%A7%8B%E0%A6%97%E0%A6%BF%E0%A6%A4%E0%A6%BE (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.jugantor.com/todays-paper/news/509138/%E0%A6%B6%E0%A6%BE%E0%A6%9C%E0%A6%BE%E0%A6%B9%E0%A6%BE%E0%A6%A8%E0%A6%AA%E0%A7%81%E0%A6%B0%E0%A7%87-%E0%A6%97%E0%A7%8D%E0%A6%B0%E0%A6%BE%E0%A6%AE%E0%A6%AC%E0%A6%BE%E0%A6%82%E0%A6%B2%E0%A6%BE%E0%A6%B0-%E0%A6%98%E0%A7%8B%E0%A7%9C%E0%A6%A6%E0%A7%8C%E0%A7%9C-%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A4%E0%A6%BF%E0%A6%AF%E0%A7%8B%E0%A6%97%E0%A6%BF%E0%A6%A4%E0%A6%BE
[2023-11-28T13:55:12.722+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.jugantor.com', port=443): Max retries exceeded with url: /country-news/508973/%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A7%9F-%E0%A6%86%E0%A6%AE%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A7%81%E0%A6%A8%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4-%E0%A6%86%E0%A6%87%E0%A6%AD%E0%A7%80 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.jugantor.com/country-news/508973/%E0%A6%AC%E0%A6%BF%E0%A6%9C%E0%A7%9F-%E0%A6%86%E0%A6%AE%E0%A6%BE%E0%A6%A6%E0%A7%87%E0%A6%B0-%E0%A6%B8%E0%A7%81%E0%A6%A8%E0%A6%BF%E0%A6%B6%E0%A7%8D%E0%A6%9A%E0%A6%BF%E0%A6%A4-%E0%A6%86%E0%A6%87%E0%A6%AD%E0%A7%80
[2023-11-28T13:55:12.725+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.jugantor.com', port=443): Max retries exceeded with url: /todays-paper/little-talk/509002/%E0%A6%86%E0%A6%AA%E0%A6%B8%E0%A6%B9%E0%A7%80%E0%A6%A8%E0%A6%A4%E0%A6%BE%E0%A6%87-%E0%A6%95%E0%A6%BE%E0%A6%B2-%E0%A6%B9%E0%A7%9F-%E0%A6%A4%E0%A6%BE%E0%A6%B0 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.jugantor.com/todays-paper/little-talk/509002/%E0%A6%86%E0%A6%AA%E0%A6%B8%E0%A6%B9%E0%A7%80%E0%A6%A8%E0%A6%A4%E0%A6%BE%E0%A6%87-%E0%A6%95%E0%A6%BE%E0%A6%B2-%E0%A6%B9%E0%A7%9F-%E0%A6%A4%E0%A6%BE%E0%A6%B0
[2023-11-28T13:55:12.726+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/education/2023/11/27/1340303 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/education/2023/11/27/1340303
[2023-11-28T13:55:12.728+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/education/2023/11/27/1340304 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/education/2023/11/27/1340304
[2023-11-28T13:55:12.730+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/education/2023/11/27/1340305 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/education/2023/11/27/1340305
[2023-11-28T13:55:12.732+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/education/2023/11/27/1340307 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/education/2023/11/27/1340307
[2023-11-28T13:55:12.733+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/education/2023/11/27/1340308 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/education/2023/11/27/1340308
[2023-11-28T13:55:12.735+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/education/2023/11/27/1340309 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/education/2023/11/27/1340309
[2023-11-28T13:55:12.736+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/tech-everyday/2023/11/27/1340312 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/tech-everyday/2023/11/27/1340312
[2023-11-28T13:55:12.739+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/tech-everyday/2023/11/27/1340313 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/tech-everyday/2023/11/27/1340313
[2023-11-28T13:55:12.741+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/tech-everyday/2023/11/27/1340314 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/tech-everyday/2023/11/27/1340314
[2023-11-28T13:55:12.745+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/tech-everyday/2023/11/27/1340315 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/tech-everyday/2023/11/27/1340315
[2023-11-28T13:55:12.748+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/tech-everyday/2023/11/27/1340316 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/tech-everyday/2023/11/27/1340316
[2023-11-28T13:55:12.750+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/industry-business/2023/11/27/1340318 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/industry-business/2023/11/27/1340318
[2023-11-28T13:55:12.751+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/industry-business/2023/11/27/1340319 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/industry-business/2023/11/27/1340319
[2023-11-28T13:55:12.753+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/industry-business/2023/11/27/1340320 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/industry-business/2023/11/27/1340320
[2023-11-28T13:55:12.755+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/industry-business/2023/11/27/1340321 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/industry-business/2023/11/27/1340321
[2023-11-28T13:55:12.757+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/industry-business/2023/11/27/1340322 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/industry-business/2023/11/27/1340322
[2023-11-28T13:55:12.759+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/industry-business/2023/11/27/1340323 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/industry-business/2023/11/27/1340323
[2023-11-28T13:55:12.761+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/industry-business/2023/11/27/1340324 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/industry-business/2023/11/27/1340324
[2023-11-28T13:55:12.763+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/industry-business/2023/11/27/1340325 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/industry-business/2023/11/27/1340325
[2023-11-28T13:55:12.764+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/industry-business/2023/11/27/1340326 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/industry-business/2023/11/27/1340326
[2023-11-28T13:55:12.766+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/industry-business/2023/11/27/1340327 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/industry-business/2023/11/27/1340327
[2023-11-28T13:55:12.766+0000] {logging_mixin.py:154} WARNING - Scraping Progress:  61%|######1   | 411/669 [30:57<04:51,  1.13s/it]
[2023-11-28T13:55:12.767+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/industry-business/2023/11/27/1340328 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/industry-business/2023/11/27/1340328
[2023-11-28T13:55:12.769+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/rangberang/2023/11/27/1340338 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/rangberang/2023/11/27/1340338
[2023-11-28T13:55:12.770+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/rangberang/2023/11/27/1340339 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/rangberang/2023/11/27/1340339
[2023-11-28T13:55:12.772+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/rangberang/2023/11/27/1340340 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/rangberang/2023/11/27/1340340
[2023-11-28T13:55:12.774+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/rangberang/2023/11/27/1340341 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/rangberang/2023/11/27/1340341
[2023-11-28T13:55:12.775+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/rangberang/2023/11/27/1340342 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/rangberang/2023/11/27/1340342
[2023-11-28T13:55:12.776+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/rangberang/2023/11/27/1340343 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/rangberang/2023/11/27/1340343
[2023-11-28T13:55:12.778+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /feature/oboshor/2023/11/27/1340344 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/feature/oboshor/2023/11/27/1340344
[2023-11-28T13:55:12.780+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /feature/oboshor/2023/11/27/1340345 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/feature/oboshor/2023/11/27/1340345
[2023-11-28T13:55:12.781+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /feature/oboshor/2023/11/27/1340347 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/feature/oboshor/2023/11/27/1340347
[2023-11-28T13:55:12.783+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/islamic-life/2023/11/27/1340351 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/islamic-life/2023/11/27/1340351
[2023-11-28T13:55:12.784+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/islamic-life/2023/11/27/1340352 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/islamic-life/2023/11/27/1340352
[2023-11-28T13:55:12.786+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/islamic-life/2023/11/27/1340353 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/islamic-life/2023/11/27/1340353
[2023-11-28T13:55:12.787+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/islamic-life/2023/11/27/1340354 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/islamic-life/2023/11/27/1340354
[2023-11-28T13:55:12.788+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/islamic-life/2023/11/27/1340355 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634220>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/islamic-life/2023/11/27/1340355
[2023-11-28T13:55:12.790+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/islamic-life/2023/11/27/1340356 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634a00>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/islamic-life/2023/11/27/1340356
[2023-11-28T13:55:12.791+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/islamic-life/2023/11/27/1340357 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634a00>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/islamic-life/2023/11/27/1340357
[2023-11-28T13:55:12.792+0000] {scraper.py:53} ERROR - Could not scrape data due to error: Article `download()` failed with HTTPSConnectionPool(host='www.kalerkantho.com', port=443): Max retries exceeded with url: /print-edition/sub-editorial/2023/11/27/1340359 (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f42e8634a00>: Failed to establish a new connection: [Errno -3] Temporary failure in name resolution')) on URL https://www.kalerkantho.com/print-edition/sub-editorial/2023/11/27/1340359
